datestr,auth_state,mega_region,marketplace,sub_marketplace,psp_name,num_trips_authed
2018-08-02,FAILED,US & Canada,personal_transport,U4F,paypal,1
2018-08-07,FAILED,India SA,personal_transport,U4B-Unmanaged,paytm,1
2018-08-16,UNAPPLIED,APACX,personal_transport,U4B-Managed-Decentralized,braintree,34
2018-08-17,UNAPPLIED,India SA,personal_transport,U4B-Managed-Decentralized,braintree,45
2018-08-20,DROPPED,EMEA,personal_transport,Not_Avlbl,braintree,799
2018-08-21,APPLIED,LatAm,agora,Not_Avlbl,braintree,52752
2018-08-22,VOIDED,LatAm,agora,Not_Avlbl,braintree,254
2018-08-24,VOIDED,LatAm,personal_transport,U4B-Managed-Centralized,paypal,9
2018-08-27,DROPPED,APACX,personal_transport,U4B-Unmanaged,braintree,4
2018-08-31,UNAPPLIED,US & Canada,personal_transport,Not_Avlbl,other,117045
2018-09-08,APPLIED,APACX,personal_transport,U4B-Managed-Decentralized,braintree,20
2018-09-09,APPLIED,India SA,personal_transport,U4B-Managed-Decentralized,braintree,34
2018-09-09,VOIDED,APACX,personal_transport,U4B-Managed-Decentralized,braintree,2
2018-09-12,PENDING,LatAm,personal_transport,Not_Avlbl,paypal,53348
2018-09-16,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Centralized,paypal,2
2018-09-18,DROPPED,US & Canada,personal_transport,U4F,braintree,9
2018-09-23,APPLIED,US & Canada,personal_transport,Not_Avlbl,other,151652
2018-09-24,VOIDED,US & Canada,personal_transport,Not_Avlbl,other,14108
2018-09-26,UNAPPLIED,US & Canada,personal_transport,Not_Avlbl,paypal,160494
2018-09-27,PENDING,India SA,agora,Not_Avlbl,paytm,38710
2018-10-05,DROPPED,LatAm,agora,Not_Avlbl,paypal,12
2018-10-07,PENDING,APACX,personal_transport,Not_Avlbl,braintree,71135
2018-10-08,PENDING,EMEA,agora,Not_Avlbl,paypal,15968
2018-10-09,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,braintree,1130
2018-10-10,PENDING,EMEA,personal_transport,U4B-Managed-Centralized-Missing,paypal,2
2018-10-13,PENDING,LatAm,personal_transport,U4F,braintree,27236
2018-07-01,PENDING,US & Canada,agora,U4B-Unmanaged,braintree,2789
2018-07-04,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,braintree,112
2018-07-09,APPLIED,US & Canada,personal_transport,U4B-Unmanaged,other,1952
2018-07-09,FAILED,US & Canada,personal_transport,Not_Avlbl,other,3
2018-07-10,UNAPPLIED,APACX,agora,U4B-Unmanaged,paypal,53
2018-07-13,APPLIED,India SA,agora,U4B-Unmanaged,paytm,386
2018-07-13,FAILED,India SA,agora,Not_Avlbl,paytm,22
2018-07-14,APPLIED,APACX,personal_transport,U4B-Managed-Centralized,braintree,20
2018-07-15,APPLIED,India SA,personal_transport,U4B-Managed-Centralized,braintree,58
2018-07-15,VOIDED,APACX,personal_transport,U4B-Managed-Centralized,braintree,1
2018-07-16,VOIDED,India SA,personal_transport,U4B-Managed-Centralized,braintree,53
2018-07-19,FAILED,LatAm,personal_transport,U4B-Unmanaged,paypal,1
2018-07-21,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,35299
2018-07-22,VOIDED,US & Canada,personal_transport,U4F,braintree,1737
2018-07-24,UNAPPLIED,EMEA,agora,U4B-Unmanaged,paypal,47
2018-07-28,APPLIED,EMEA,personal_transport,U4B-Managed-Centralized,braintree,386
2018-07-29,VOIDED,EMEA,personal_transport,U4B-Managed-Centralized,braintree,514
2018-08-01,DROPPED,LatAm,agora,Not_Avlbl,paypal,6
2018-08-03,PENDING,APACX,personal_transport,Not_Avlbl,braintree,85347
2018-08-04,PENDING,India SA,personal_transport,Not_Avlbl,braintree,18267
2018-08-06,UNAPPLIED,India SA,agora,U4B-Unmanaged,paytm,410
2018-08-07,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,172496
2018-08-07,UNAPPLIED,APACX,personal_transport,U4B-Managed-Centralized,braintree,43
2018-08-08,PENDING,EMEA,personal_transport,Not_Avlbl,braintree,308341
2018-08-08,UNAPPLIED,India SA,personal_transport,U4B-Managed-Centralized,braintree,226
2018-08-11,FAILED,APACX,agora,Not_Avlbl,paypal,13
2018-08-11,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,other,8782
2018-08-14,DROPPED,LatAm,personal_transport,Not_Avlbl,braintree,2571
2018-08-16,APPLIED,EMEA,agora,U4B-Unmanaged,paypal,54
2018-08-16,FAILED,EMEA,agora,Not_Avlbl,paypal,7
2018-08-16,PENDING,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,12402
2018-08-17,VOIDED,EMEA,agora,U4B-Unmanaged,paypal,1
2018-08-21,FAILED,LatAm,personal_transport,U4F,braintree,695
2018-08-24,APPLIED,APACX,personal_transport,U4B-Unmanaged,braintree,2701
2018-08-24,FAILED,APACX,personal_transport,Not_Avlbl,braintree,20
2018-08-25,APPLIED,India SA,personal_transport,U4B-Unmanaged,braintree,814
2018-08-25,FAILED,India SA,personal_transport,Not_Avlbl,braintree,1
2018-08-25,VOIDED,APACX,personal_transport,U4B-Unmanaged,braintree,106
2018-08-26,VOIDED,India SA,personal_transport,U4B-Unmanaged,braintree,161
2018-08-28,APPLIED,India SA,personal_transport,U4B-Managed-Decentralized,paytm,1879
2018-08-29,APPLIED,EMEA,personal_transport,U4B-Unmanaged,braintree,13924
2018-08-29,FAILED,EMEA,personal_transport,Not_Avlbl,braintree,21
2018-08-29,VOIDED,India SA,personal_transport,U4B-Managed-Decentralized,paytm,4
2018-09-01,UNAPPLIED,EMEA,personal_transport,Not_Avlbl,braintree,459939
2018-09-04,UNAPPLIED,APACX,agora,U4B-Unmanaged,paypal,36
2018-09-06,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,29681
2018-09-09,UNAPPLIED,EMEA,agora,U4B-Unmanaged,paypal,59
2018-09-15,APPLIED,US & Canada,personal_transport,U4F,braintree,24874
2018-09-17,UNAPPLIED,APACX,personal_transport,U4B-Unmanaged,braintree,2701
2018-09-18,UNAPPLIED,India SA,personal_transport,U4B-Unmanaged,braintree,1346
2018-09-25,UNAPPLIED,India SA,personal_transport,U4B-Managed-Decentralized,other,4
2018-09-27,DROPPED,APACX,agora,Not_Avlbl,braintree,103
2018-09-29,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Decentralized,other,3
2018-10-02,APPLIED,LatAm,agora,Not_Avlbl,paypal,3681
2018-07-19,PENDING,LatAm,agora,Not_Avlbl,braintree,56620
2018-07-19,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,511
2018-07-20,VOIDED,LatAm,agora,Not_Avlbl,braintree,447
2018-07-22,VOIDED,LatAm,personal_transport,U4B-Managed-Centralized,paypal,3
2018-07-25,DROPPED,APACX,personal_transport,U4B-Unmanaged,braintree,3
2018-07-26,DROPPED,India SA,personal_transport,U4B-Unmanaged,braintree,3
2018-07-29,DROPPED,India SA,personal_transport,U4B-Managed-Decentralized,paytm,10
2018-07-30,PENDING,LatAm,personal_transport,U4B-Managed-Centralized-Missing,braintree,1209
2018-07-30,UNAPPLIED,LatAm,personal_transport,U4B-Unmanaged,paypal,1778
2018-08-01,PENDING,LatAm,personal_transport,Not_Avlbl,paypal,52523
2018-08-07,APPLIED,India SA,personal_transport,U4B-Managed-Decentralized,braintree,54
2018-08-12,UNAPPLIED,LatAm,agora,Not_Avlbl,braintree,90631
2018-08-14,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Centralized,paypal,7
2018-08-16,DROPPED,US & Canada,personal_transport,U4F,braintree,15
2018-08-21,APPLIED,US & Canada,personal_transport,Not_Avlbl,other,71229
2018-08-22,APPLIED,LatAm,personal_transport,U4B-Unmanaged,paypal,1816
2018-08-22,VOIDED,US & Canada,personal_transport,Not_Avlbl,other,12299
2018-08-23,VOIDED,LatAm,personal_transport,U4B-Unmanaged,paypal,592
2018-08-24,UNAPPLIED,US & Canada,personal_transport,Not_Avlbl,paypal,196328
2018-08-25,PENDING,India SA,agora,Not_Avlbl,paytm,33885
2018-09-04,APPLIED,LatAm,agora,Not_Avlbl,braintree,53715
2018-09-05,VOIDED,LatAm,agora,Not_Avlbl,braintree,9343
2018-09-06,APPLIED,LatAm,personal_transport,U4B-Managed-Centralized,paypal,2
2018-09-07,VOIDED,LatAm,personal_transport,U4B-Managed-Centralized,paypal,11
2018-09-10,FAILED,EMEA,personal_transport,U4F,braintree,60
2018-09-14,UNAPPLIED,US & Canada,personal_transport,Not_Avlbl,other,123467
2018-09-15,PENDING,LatAm,personal_transport,U4B-Managed-Centralized-Missing,braintree,718
2018-09-15,UNAPPLIED,LatAm,personal_transport,U4B-Unmanaged,paypal,2140
2018-09-16,APPLIED,US & Canada,personal_transport,Not_Avlbl,paypal,224169
2018-09-17,VOIDED,US & Canada,personal_transport,Not_Avlbl,paypal,13351
2018-09-18,PENDING,US & Canada,agora,U4B-Managed-Centralized,braintree,7
2018-09-19,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,266826
2018-09-20,VOIDED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,121941
2018-09-21,APPLIED,LatAm,personal_transport,U4B-Unmanaged,other,34
2018-09-23,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,other,28457
2018-09-28,PENDING,EMEA,agora,Not_Avlbl,paypal,24373
2018-09-29,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,braintree,1155
2018-10-03,UNAPPLIED,EMEA,personal_transport,Not_Avlbl,braintree,353183
2018-10-05,VOIDED,APACX,Not_Avlbl,Not_Avlbl,braintree,1
2018-10-06,UNAPPLIED,APACX,agora,U4B-Unmanaged,paypal,67
2018-10-08,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,30499
2018-10-11,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,8855
2018-07-10,APPLIED,US & Canada,agora,Not_Avlbl,other,1599
2018-07-10,DROPPED,EMEA,personal_transport,U4B-Unmanaged,paypal,34
2018-07-12,PENDING,LatAm,personal_transport,Not_Avlbl,braintree,1922467
2018-07-13,UNAPPLIED,US & Canada,agora,Not_Avlbl,paypal,35946
2018-07-16,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Centralized,braintree,6064
2018-07-20,APPLIED,LatAm,agora,U4B-Unmanaged,paypal,58
2018-07-20,FAILED,LatAm,agora,Not_Avlbl,paypal,14
2018-07-21,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,other,1
2018-07-26,UNAPPLIED,US & Canada,personal_transport,Not_Avlbl,braintree,2461102
2018-07-29,PENDING,India SA,personal_transport,U4B-Managed-Centralized,paytm,11
2018-08-03,UNAPPLIED,US & Canada,agora,Not_Avlbl,other,572
2018-08-05,APPLIED,US & Canada,agora,Not_Avlbl,paypal,42368
2018-08-06,VOIDED,US & Canada,agora,Not_Avlbl,paypal,233
2018-08-09,VOIDED,LatAm,personal_transport,U4B-Managed-Centralized,braintree,2105
2018-08-13,UNAPPLIED,LatAm,agora,U4B-Unmanaged,paypal,59
2018-08-16,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,paypal,4
2018-08-18,APPLIED,US & Canada,personal_transport,Not_Avlbl,braintree,3023527
2018-08-19,VOIDED,US & Canada,personal_transport,Not_Avlbl,braintree,232983
2018-08-22,UNAPPLIED,India SA,personal_transport,U4B-Managed-Centralized,paytm,27
2018-08-25,PENDING,APACX,agora,Not_Avlbl,braintree,148216
2018-08-26,PENDING,India SA,agora,Not_Avlbl,braintree,2
2018-08-26,UNAPPLIED,LatAm,personal_transport,U4B-Unmanaged,braintree,38057
2018-08-27,PENDING,APACX,personal_transport,U4B-Managed-Centralized,paypal,16
2018-08-30,APPLIED,EMEA,agora,Not_Avlbl,braintree,138629
2018-08-30,APPLIED,India SA,personal_transport,U4B-Unmanaged,paytm,17344
2018-08-31,VOIDED,EMEA,agora,Not_Avlbl,braintree,823
2018-08-31,VOIDED,India SA,personal_transport,U4B-Unmanaged,paytm,45
2018-09-02,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized,braintree,2226
2018-09-05,APPLIED,LatAm,agora,U4B-Unmanaged,paypal,62
2018-09-05,FAILED,LatAm,agora,Not_Avlbl,paypal,20
2018-09-06,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,other,6
2018-09-14,APPLIED,India SA,personal_transport,U4B-Managed-Centralized,paytm,6
2018-09-15,VOIDED,India SA,personal_transport,U4B-Managed-Centralized,paytm,6
2018-09-18,APPLIED,LatAm,personal_transport,U4B-Unmanaged,braintree,52265
2018-09-18,FAILED,LatAm,personal_transport,Not_Avlbl,braintree,199
2018-09-19,VOIDED,LatAm,personal_transport,U4B-Unmanaged,braintree,11331
2018-09-20,APPLIED,Not_Avlbl,Not_Avlbl,Not_Avlbl,braintree,4126
2018-09-21,VOIDED,Not_Avlbl,Not_Avlbl,Not_Avlbl,braintree,617299
2018-09-23,UNAPPLIED,EMEA,agora,Not_Avlbl,braintree,201206
2018-09-23,UNAPPLIED,India SA,personal_transport,U4B-Unmanaged,paytm,8996
2018-09-25,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Centralized,paypal,11
2018-09-28,PENDING,APACX,personal_transport,U4B-Unmanaged,paypal,881
2018-09-28,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Decentralized,paypal,20
2018-10-01,APPLIED,EMEA,personal_transport,U4B-Unmanaged,other,138
2018-10-01,DROPPED,LatAm,personal_transport,U4B-Managed-Centralized-Missing,braintree,2
2018-10-02,FAILED,US & Canada,personal_transport,U4B-Unmanaged,braintree,1
2018-10-02,VOIDED,EMEA,personal_transport,U4B-Unmanaged,other,22
2018-10-04,UNAPPLIED,EMEA,personal_transport,U4B-Unmanaged,paypal,2763
2018-10-05,DROPPED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,2168
2018-10-14,DROPPED,EMEA,agora,Not_Avlbl,paypal,8
2018-07-07,APPLIED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,braintree,599
2018-07-08,APPLIED,India SA,agora,U4B-Unmanaged,paytm,470
2018-07-08,FAILED,India SA,agora,Not_Avlbl,paytm,3
2018-07-09,APPLIED,APACX,personal_transport,U4B-Managed-Centralized,braintree,41
2018-07-09,VOIDED,India SA,agora,U4B-Unmanaged,paytm,1
2018-07-11,UNAPPLIED,EMEA,personal_transport,Not_Avlbl,braintree,326306
2018-07-16,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,27208
2018-07-19,UNAPPLIED,EMEA,agora,U4B-Unmanaged,paypal,48
2018-07-25,APPLIED,US & Canada,personal_transport,U4F,braintree,19391
2018-07-27,UNAPPLIED,APACX,personal_transport,U4B-Unmanaged,braintree,2665
2018-07-28,UNAPPLIED,India SA,personal_transport,U4B-Unmanaged,braintree,963
2018-08-03,APPLIED,EMEA,personal_transport,Not_Avlbl,braintree,329058
2018-08-04,VOIDED,EMEA,personal_transport,Not_Avlbl,braintree,58061
2018-08-06,APPLIED,APACX,agora,U4B-Unmanaged,paypal,42
2018-08-06,FAILED,APACX,agora,Not_Avlbl,paypal,9
2018-08-06,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,other,6668
2018-08-07,VOIDED,APACX,agora,U4B-Unmanaged,paypal,1
2018-08-09,DROPPED,LatAm,personal_transport,Not_Avlbl,braintree,13655
2018-08-11,APPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,3655
2018-08-12,VOIDED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,644
2018-08-18,UNAPPLIED,US & Canada,personal_transport,U4F,braintree,24019
2018-08-19,APPLIED,APACX,personal_transport,U4B-Unmanaged,braintree,1653
2018-08-19,FAILED,APACX,personal_transport,Not_Avlbl,braintree,1
2018-08-27,APPLIED,India SA,personal_transport,U4B-Managed-Decentralized,other,6
2018-08-29,UNAPPLIED,APACX,personal_transport,U4B-Managed-Decentralized,paypal,15
2018-09-04,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,423
2018-09-15,DROPPED,India SA,personal_transport,Not_Avlbl,paytm,2441
2018-09-19,UNAPPLIED,APACX,personal_transport,U4B-Managed-Decentralized,other,1
2018-09-23,DROPPED,EMEA,personal_transport,Not_Avlbl,other,15
2018-09-24,DROPPED,US & Canada,personal_transport,U4B-Unmanaged,braintree,53
2018-09-27,UNAPPLIED,LatAm,agora,Not_Avlbl,paypal,4109
2018-10-08,PENDING,LatAm,personal_transport,U4B-Managed-Centralized-Missing,paypal,3
2018-10-10,PENDING,LatAm,personal_transport,U4B-Unmanaged,braintree,71569
2018-10-11,PENDING,US & Canada,agora,U4B-Managed-Centralized-Missing,braintree,1
2018-10-11,UNAPPLIED,US & Canada,agora,U4B-Unmanaged,paypal,275
2018-10-15,UNAPPLIED,India SA,personal_transport,Not_Avlbl,paytm,3
2018-07-03,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Centralized-Missing,braintree,622
2018-07-10,PENDING,India SA,personal_transport,U4B-Managed-Decentralized,braintree,54
2018-07-20,DROPPED,LatAm,personal_transport,U4B-Managed-Decentralized,braintree,2
2018-07-21,UNAPPLIED,EMEA,personal_transport,U4F,braintree,5678
2018-07-25,APPLIED,LatAm,personal_transport,Not_Avlbl,paypal,40317
2018-07-26,VOIDED,LatAm,personal_transport,Not_Avlbl,paypal,10198
2018-08-02,DROPPED,US & Canada,personal_transport,U4B-Unmanaged,paypal,3
2018-08-08,PENDING,APACX,personal_transport,U4F,braintree,1739
2018-08-09,PENDING,India SA,personal_transport,U4F,braintree,220
2018-08-13,APPLIED,EMEA,personal_transport,U4F,braintree,4211
2018-08-14,VOIDED,EMEA,personal_transport,U4F,braintree,963
2018-08-19,DROPPED,LatAm,personal_transport,U4F,braintree,32
2018-08-24,APPLIED,LatAm,personal_transport,Not_Avlbl,other,1124
2018-08-25,VOIDED,LatAm,personal_transport,Not_Avlbl,other,401
2018-08-29,FAILED,APACX,personal_transport,U4F,braintree,29
2018-08-30,UNAPPLIED,US & Canada,agora,Not_Avlbl,braintree,383684
2018-09-02,UNAPPLIED,India SA,personal_transport,U4F,braintree,194
2018-09-06,UNAPPLIED,EMEA,personal_transport,U4F,braintree,6494
2018-09-08,PENDING,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,183
2018-09-17,UNAPPLIED,LatAm,personal_transport,Not_Avlbl,other,1328
2018-09-22,APPLIED,US & Canada,agora,Not_Avlbl,braintree,495758
2018-09-23,VOIDED,US & Canada,agora,Not_Avlbl,braintree,963
2018-09-24,APPLIED,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,2
2018-09-25,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,23
2018-09-30,APPLIED,US & Canada,personal_transport,U4B-Unmanaged,other,3718
2018-09-30,UNAPPLIED,LatAm,agora,U4B-Unmanaged,braintree,1440
2018-10-01,PENDING,APACX,agora,U4B-Unmanaged,paypal,69
2018-10-01,UNAPPLIED,US & Canada,personal_transport,U4B-Unmanaged,other,3729
2018-10-03,APPLIED,US & Canada,personal_transport,U4B-Unmanaged,paypal,4646
2018-10-03,FAILED,US & Canada,personal_transport,Not_Avlbl,paypal,54
2018-10-04,VOIDED,US & Canada,personal_transport,U4B-Unmanaged,paypal,556
2018-10-11,DROPPED,US & Canada,agora,Not_Avlbl,other,39
2018-10-11,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Centralized,braintree,1937
2018-10-13,VOIDED,APACX,personal_transport,U4B-Managed-Centralized-Missing,paypal,1
2018-10-14,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Decentralized,braintree,1
2018-07-02,APPLIED,EMEA,agora,Not_Avlbl,paypal,11351
2018-07-03,VOIDED,EMEA,agora,Not_Avlbl,paypal,298
2018-07-08,DROPPED,LatAm,agora,Not_Avlbl,paypal,13
2018-07-10,APPLIED,APACX,personal_transport,Not_Avlbl,braintree,58276
2018-07-11,APPLIED,India SA,personal_transport,Not_Avlbl,braintree,14312
2018-07-11,VOIDED,APACX,personal_transport,Not_Avlbl,braintree,2622
2018-07-12,VOIDED,India SA,personal_transport,Not_Avlbl,braintree,3571
2018-07-13,PENDING,EMEA,personal_transport,U4B-Managed-Centralized-Missing,paypal,2
2018-07-16,PENDING,LatAm,personal_transport,U4F,braintree,22268
2018-07-16,VOIDED,EMEA,personal_transport,Not_Avlbl,braintree,36920
2018-07-18,APPLIED,APACX,agora,U4B-Unmanaged,paypal,48
2018-07-18,FAILED,APACX,agora,Not_Avlbl,paypal,23
2018-07-19,VOIDED,APACX,agora,U4B-Unmanaged,paypal,1
2018-07-20,FAILED,US & Canada,personal_transport,U4B-Unmanaged,paypal,7
2018-07-24,VOIDED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,1633
2018-07-31,DROPPED,APACX,personal_transport,Not_Avlbl,paypal,19
2018-07-31,PENDING,EMEA,personal_transport,U4F,paypal,10
2018-08-02,FAILED,US & Canada,agora,Not_Avlbl,braintree,25
2018-08-02,PENDING,LatAm,personal_transport,U4B-Managed-Decentralized,braintree,775
2018-08-03,UNAPPLIED,APACX,personal_transport,Not_Avlbl,braintree,85178
2018-08-04,UNAPPLIED,India SA,personal_transport,Not_Avlbl,braintree,18054
2018-08-10,FAILED,US & Canada,personal_transport,U4B-Unmanaged,other,1
2018-08-27,DROPPED,India SA,personal_transport,Not_Avlbl,paytm,2690
2018-08-31,DROPPED,India SA,personal_transport,Not_Avlbl,other,17
2018-09-01,APPLIED,LatAm,personal_transport,U4F,braintree,24590
2018-09-02,VOIDED,LatAm,personal_transport,U4F,braintree,4175
2018-09-05,FAILED,US & Canada,personal_transport,U4B-Unmanaged,paypal,4
2018-09-09,APPLIED,EMEA,personal_transport,Not_Avlbl,braintree,309015
2018-09-11,PENDING,APACX,personal_transport,U4F,paypal,4
2018-09-13,DROPPED,US & Canada,agora,U4B-Unmanaged,other,1
2018-09-14,FAILED,APACX,personal_transport,U4B-Managed-Centralized-Missing,paypal,1
2018-09-16,PENDING,EMEA,personal_transport,U4F,paypal,13
2018-09-17,APPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,9111
2018-09-30,FAILED,EMEA,personal_transport,U4B-Unmanaged,braintree,5
2018-10-03,PENDING,US & Canada,agora,Not_Avlbl,paypal,44501
2018-10-06,DROPPED,US & Canada,personal_transport,U4B-Managed-Decentralized,other,2
2018-10-06,PENDING,LatAm,personal_transport,U4B-Managed-Centralized,braintree,2894
2018-10-11,DROPPED,EMEA,agora,U4B-Unmanaged,braintree,1
2018-07-11,UNAPPLIED,LatAm,agora,Not_Avlbl,braintree,52112
2018-07-14,UNAPPLIED,US & Canada,personal_transport,Not_Avlbl,paypal,238604
2018-07-15,DROPPED,US & Canada,personal_transport,U4F,braintree,12
2018-07-21,APPLIED,LatAm,personal_transport,U4B-Unmanaged,paypal,1516
2018-07-21,FAILED,LatAm,personal_transport,Not_Avlbl,paypal,219
2018-07-22,VOIDED,LatAm,personal_transport,U4B-Unmanaged,paypal,326
2018-07-23,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,62270
2018-08-01,DROPPED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,1
2018-08-03,APPLIED,LatAm,agora,Not_Avlbl,braintree,73601
2018-08-04,VOIDED,LatAm,agora,Not_Avlbl,braintree,99
2018-08-06,APPLIED,US & Canada,personal_transport,Not_Avlbl,paypal,142982
2018-08-07,VOIDED,US & Canada,personal_transport,Not_Avlbl,paypal,12208
2018-08-08,PENDING,US & Canada,agora,U4B-Managed-Centralized,braintree,2
2018-08-09,DROPPED,APACX,personal_transport,U4B-Unmanaged,braintree,1
2018-08-10,VOIDED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,171066
2018-08-11,APPLIED,LatAm,personal_transport,U4B-Unmanaged,other,15
2018-08-13,PENDING,APACX,agora,Not_Avlbl,paypal,15118
2018-08-14,PENDING,LatAm,personal_transport,U4B-Managed-Centralized-Missing,braintree,1761
2018-08-14,UNAPPLIED,LatAm,personal_transport,U4B-Unmanaged,paypal,2209
2018-08-18,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,250505
2018-08-24,DROPPED,LatAm,agora,Not_Avlbl,paypal,6
2018-08-26,PENDING,APACX,personal_transport,Not_Avlbl,braintree,70938
2018-08-27,PENDING,India SA,personal_transport,Not_Avlbl,braintree,16197
2018-08-28,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,braintree,1397
2018-09-01,UNAPPLIED,US & Canada,agora,U4B-Managed-Centralized,braintree,2
2018-09-01,VOIDED,India SA,agora,Not_Avlbl,paytm,17
2018-09-03,PENDING,APACX,agora,Not_Avlbl,other,1
2018-09-04,UNAPPLIED,LatAm,personal_transport,U4B-Unmanaged,other,21
2018-09-05,APPLIED,US & Canada,personal_transport,Not_Avlbl,other,71719
2018-09-06,APPLIED,LatAm,personal_transport,U4B-Unmanaged,paypal,1943
2018-09-06,FAILED,LatAm,personal_transport,Not_Avlbl,paypal,69
2018-09-06,VOIDED,US & Canada,personal_transport,Not_Avlbl,other,12413
2018-09-07,VOIDED,LatAm,personal_transport,U4B-Unmanaged,paypal,561
2018-09-08,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,108069
2018-09-09,PENDING,India SA,agora,Not_Avlbl,paytm,46242
2018-09-11,UNAPPLIED,EMEA,agora,Not_Avlbl,paypal,13660
2018-09-18,PENDING,US & Canada,agora,U4B-Unmanaged,braintree,4420
2018-09-20,UNAPPLIED,India SA,personal_transport,Not_Avlbl,braintree,16689
2018-09-27,UNAPPLIED,APACX,agora,U4B-Unmanaged,paypal,69
2018-10-02,APPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,9060
2018-10-03,VOIDED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,1550
2018-10-07,FAILED,LatAm,personal_transport,U4F,braintree,826
2018-10-10,DROPPED,APACX,personal_transport,Not_Avlbl,paypal,5
2018-10-10,PENDING,EMEA,personal_transport,U4F,paypal,10
2018-07-03,UNAPPLIED,LatAm,personal_transport,Not_Avlbl,other,6751
2018-07-05,APPLIED,LatAm,personal_transport,Not_Avlbl,paypal,41931
2018-07-06,VOIDED,LatAm,personal_transport,Not_Avlbl,paypal,11708
2018-07-10,APPLIED,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,3
2018-07-11,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,13
2018-07-17,PENDING,US & Canada,agora,Not_Avlbl,braintree,322437
2018-07-25,PENDING,US & Canada,personal_transport,U4B-Unmanaged,other,2736
2018-07-26,UNAPPLIED,APACX,agora,Not_Avlbl,paypal,17004
2018-07-26,UNAPPLIED,Not_Avlbl,Not_Avlbl,Not_Avlbl,other,6968
2018-07-28,APPLIED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,375
2018-07-29,VOIDED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,55637
2018-07-30,PENDING,APACX,personal_transport,U4B-Managed-Centralized,braintree,50
2018-07-31,PENDING,India SA,personal_transport,U4B-Managed-Centralized,braintree,176
2018-08-03,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,9
2018-08-08,PENDING,LatAm,agora,U4B-Unmanaged,braintree,795
2018-08-10,FAILED,LatAm,personal_transport,U4B-Managed-Centralized,paypal,1
2018-08-18,APPLIED,APACX,agora,Not_Avlbl,paypal,27090
2018-08-19,APPLIED,LatAm,personal_transport,U4B-Managed-Centralized-Missing,braintree,305
